contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250917C00610000,2025-09-12 17:50:38+00:00,610.0,48.57,46.34,49.1,6.619999,15.780689,13,10,0.5526167785644531,True,REGULAR,USD
SPY250917C00625000,2025-09-05 19:04:34+00:00,625.0,22.99,32.71,32.85,0.0,0.0,1,3,0.29761444580078117,True,REGULAR,USD
SPY250917C00629000,2025-09-12 19:29:49+00:00,629.0,29.68,28.75,28.88,3.8600006,14.949654,4,9,0.2710033837890625,True,REGULAR,USD
SPY250917C00630000,2025-09-11 20:14:48+00:00,630.0,27.92,27.75,27.89,-0.3199997,-1.1331434,3,38,0.264655791015625,True,REGULAR,USD
SPY250917C00632000,2025-09-10 15:30:55+00:00,632.0,21.71,25.78,25.91,0.0,0.0,1,5,0.2514723291015625,True,REGULAR,USD
SPY250917C00633000,2025-09-12 15:08:38+00:00,633.0,25.4,24.79,24.93,5.699999,28.934002,1,2,0.2456130126953125,True,REGULAR,USD
SPY250917C00634000,2025-09-10 13:37:00+00:00,634.0,20.46,23.8,23.94,0.0,0.0,1,6,0.2387771435546875,True,REGULAR,USD
SPY250917C00635000,2025-09-12 14:34:51+00:00,635.0,23.33,22.82,22.95,0.54999924,2.414395,2,27,0.23194127441406248,True,REGULAR,USD
SPY250917C00636000,2025-09-10 17:04:33+00:00,636.0,22.61,21.84,21.97,4.08,22.018347,1,14,0.22583781982421874,True,REGULAR,USD
SPY250917C00637000,2025-09-12 14:31:50+00:00,637.0,21.23,20.85,20.99,3.9799995,23.072462,1,1013,0.21949022705078125,True,REGULAR,USD
SPY250917C00638000,2025-09-12 16:57:06+00:00,638.0,20.23,19.87,20.01,-0.020000458,-0.09876769,3,92,0.21314263427734376,True,REGULAR,USD
SPY250917C00639000,2025-09-12 13:43:10+00:00,639.0,19.17,18.9,19.03,5.3100004,38.31169,1,37,0.20655090332031245,True,REGULAR,USD
SPY250917C00640000,2025-09-12 19:01:50+00:00,640.0,19.34,17.92,18.05,0.7199993,3.8668058,64,1845,0.1997150341796875,True,REGULAR,USD
SPY250917C00641000,2025-09-12 20:04:59+00:00,641.0,17.0,16.95,17.08,-0.52000046,-2.968039,6,188,0.19361157958984376,True,REGULAR,USD
SPY250917C00642000,2025-09-12 19:44:45+00:00,642.0,16.35,15.99,16.11,-0.09000015,-0.5474462,30,218,0.18726398681640627,True,REGULAR,USD
SPY250917C00643000,2025-09-12 18:33:40+00:00,643.0,16.32,15.03,15.15,0.54999924,3.48763,52,160,0.18128260131835935,True,REGULAR,USD
SPY250917C00644000,2025-09-12 14:03:16+00:00,644.0,14.59,14.07,14.19,-0.5500002,-3.632762,1,334,0.17505707763671874,True,REGULAR,USD
SPY250917C00645000,2025-09-12 19:19:35+00:00,645.0,14.21,13.12,13.24,-0.119999886,-0.83740324,108,1326,0.16919776123046876,True,REGULAR,USD
SPY250917C00646000,2025-09-12 17:27:56+00:00,646.0,12.9,12.18,12.3,-0.020000458,-0.15480231,5,479,0.16346051391601565,True,REGULAR,USD
SPY250917C00647000,2025-09-12 19:46:26+00:00,647.0,11.72,11.25,11.36,-0.18999958,-1.5952945,29,836,0.1573570593261719,True,REGULAR,USD
SPY250917C00648000,2025-09-12 20:14:38+00:00,648.0,10.41,10.33,10.44,-1.0299997,-9.003494,22,664,0.1518639501953125,True,REGULAR,USD
SPY250917C00649000,2025-09-12 18:43:09+00:00,649.0,10.76,9.43,9.53,0.5799999,5.6974454,15,1094,0.1463708410644531,True,REGULAR,USD
SPY250917C00650000,2025-09-12 19:54:57+00:00,650.0,9.37,8.54,8.64,0.10999966,1.1879013,275,2774,0.14112187011718752,True,REGULAR,USD
SPY250917C00651000,2025-09-12 20:03:58+00:00,651.0,7.72,7.68,7.77,-0.77,-9.069493,215,717,0.13611703735351563,True,REGULAR,USD
SPY250917C00652000,2025-09-12 20:07:53+00:00,652.0,6.83,6.84,6.92,-0.69000006,-9.175533,215,356,0.1310511700439453,True,REGULAR,USD
SPY250917C00653000,2025-09-12 19:24:45+00:00,653.0,6.8,6.03,6.1,-0.48000002,-6.593407,106,519,0.12629047546386718,True,REGULAR,USD
SPY250917C00654000,2025-09-12 20:01:29+00:00,654.0,5.32,5.26,5.32,-0.6499996,-10.887766,214,1888,0.12201805725097657,True,REGULAR,USD
SPY250917C00655000,2025-09-12 20:14:55+00:00,655.0,4.56,4.54,4.58,-0.77,-14.446528,1253,950,0.11792874267578124,True,REGULAR,USD
SPY250917C00656000,2025-09-12 20:10:34+00:00,656.0,3.86,3.85,3.89,-0.7900002,-16.989252,1927,765,0.11426666992187501,True,REGULAR,USD
SPY250917C00657000,2025-09-12 20:13:41+00:00,657.0,3.25,3.22,3.25,-0.69000006,-17.512691,4865,626,0.11078770080566405,True,REGULAR,USD
SPY250917C00658000,2025-09-12 20:14:43+00:00,658.0,2.65,2.64,2.66,-0.6299999,-19.207314,5136,1542,0.10724769714355468,False,REGULAR,USD
SPY250917C00659000,2025-09-12 20:14:19+00:00,659.0,2.11,2.12,2.14,-0.69000006,-24.642859,3669,947,0.10419596984863279,False,REGULAR,USD
SPY250917C00660000,2025-09-12 20:14:53+00:00,660.0,1.68,1.67,1.69,-0.63,-27.272728,4604,4333,0.10163251892089843,False,REGULAR,USD
SPY250917C00661000,2025-09-12 20:14:32+00:00,661.0,1.27,1.28,1.3,-0.6,-32.085564,1122,1384,0.09906906799316406,False,REGULAR,USD
SPY250917C00662000,2025-09-12 20:14:32+00:00,662.0,0.97,0.96,0.98,-0.53999996,-35.761585,3708,1509,0.09693285888671876,False,REGULAR,USD
SPY250917C00663000,2025-09-12 20:14:16+00:00,663.0,0.7,0.7,0.72,-0.49000007,-41.176476,1816,896,0.09497975341796877,False,REGULAR,USD
SPY250917C00664000,2025-09-12 20:13:47+00:00,664.0,0.52,0.5,0.52,-0.41000003,-44.086025,1709,815,0.09351492431640626,False,REGULAR,USD
SPY250917C00665000,2025-09-12 20:13:17+00:00,665.0,0.37,0.36,0.37,-0.35000002,-48.611115,1544,5105,0.09253837158203124,False,REGULAR,USD
SPY250917C00666000,2025-09-12 20:14:31+00:00,666.0,0.26,0.25,0.26,-0.25,-49.019608,1060,2616,0.09180595703125,False,REGULAR,USD
SPY250917C00667000,2025-09-12 20:14:16+00:00,667.0,0.18,0.17,0.18,-0.20999998,-53.84615,381,1531,0.0913176806640625,False,REGULAR,USD
SPY250917C00668000,2025-09-12 20:10:28+00:00,668.0,0.1,0.11,0.12,-0.19,-65.51724,303,226,0.090829404296875,False,REGULAR,USD
SPY250917C00669000,2025-09-12 20:14:53+00:00,669.0,0.08,0.07,0.08,-0.14,-63.636364,302,332,0.0903411279296875,False,REGULAR,USD
SPY250917C00670000,2025-09-12 20:14:47+00:00,670.0,0.06,0.05,0.06,-0.11,-64.70588,1453,7404,0.0922942333984375,False,REGULAR,USD
SPY250917C00680000,2025-09-12 19:52:24+00:00,680.0,0.01,0.0,0.01,-0.02,-66.66667,128,380,0.1211025390625,False,REGULAR,USD
